Periodo,CON_IDI_AND,CON_IDI_ARA,CON_IDI_AST,CON_IDI_BAL,CON_IDI_CAN,CON_IDI_CANT,CON_IDI_CAT,CON_IDI_CLM,CON_IDI_CYL,CON_IDI_ESP,CON_IDI_EXT,CON_IDI_GAL,CON_IDI_MAD,CON_IDI_MUR,CON_IDI_NAV,CON_IDI_PV,CON_IDI_RIO,CON_IDI_VAL,CON_OCI_AND,CON_OCI_ARA,CON_OCI_AST,CON_OCI_BAL,CON_OCI_CAN,CON_OCI_CANT,CON_OCI_CAT,CON_OCI_CLM,CON_OCI_CYL,CON_OCI_ESP,CON_OCI_EXT,CON_OCI_GAL,CON_OCI_MAD,CON_OCI_MUR,CON_OCI_NAV,CON_OCI_PV,CON_OCI_RIO,CON_OCI_VAL,ECO_COL_sal_AND,ECO_COL_sal_ARA,ECO_COL_sal_AST,ECO_COL_sal_BAL,ECO_COL_sal_CAN,ECO_COL_sal_CANT,ECO_COL_sal_CAT,ECO_COL_sal_CLM,ECO_COL_sal_CYL,ECO_COL_sal_ESP,ECO_COL_sal_EXT,ECO_COL_sal_GAL,ECO_COL_sal_MAD,ECO_COL_sal_MUR,ECO_COL_sal_NAV,ECO_COL_sal_PV,ECO_COL_sal_RIO,ECO_COL_sal_VAL,ECO_PIBpc_AND,ECO_PIBpc_ARA,ECO_PIBpc_AST,ECO_PIBpc_BAL,ECO_PIBpc_CAN,ECO_PIBpc_CANT,ECO_PIBpc_CAT,ECO_PIBpc_CLM,ECO_PIBpc_CYL,ECO_PIBpc_ESP,ECO_PIBpc_EXT,ECO_PIBpc_GAL,ECO_PIBpc_MAD,ECO_PIBpc_MUR,ECO_PIBpc_NAV,ECO_PIBpc_PV,ECO_PIBpc_RIO,ECO_PIBpc_VAL,ECO_RBHpc_AND,ECO_RBHpc_ARA,ECO_RBHpc_AST,ECO_RBHpc_BAL,ECO_RBHpc_CAN,ECO_RBHpc_CANT,ECO_RBHpc_CAT,ECO_RBHpc_CLM,ECO_RBHpc_CYL,ECO_RBHpc_ESP,ECO_RBHpc_EXT,ECO_RBHpc_GAL,ECO_RBHpc_MAD,ECO_RBHpc_MUR,ECO_RBHpc_NAV,ECO_RBHpc_PV,ECO_RBHpc_RIO,ECO_RBHpc_VAL,EDU_ABA_AND,EDU_ABA_ARA,EDU_ABA_AST,EDU_ABA_BAL,EDU_ABA_CAN,EDU_ABA_CANT,EDU_ABA_CAT,EDU_ABA_CLM,EDU_ABA_CYL,EDU_ABA_ESP,EDU_ABA_EXT,EDU_ABA_GAL,EDU_ABA_MAD,EDU_ABA_MUR,EDU_ABA_NAV,EDU_ABA_PV,EDU_ABA_RIO,EDU_ABA_VAL,EDU_SUP_AND,EDU_SUP_ARA,EDU_SUP_AST,EDU_SUP_BAL,EDU_SUP_CAN,EDU_SUP_CANT,EDU_SUP_CAT,EDU_SUP_CLM,EDU_SUP_CYL,EDU_SUP_ESP,EDU_SUP_EXT,EDU_SUP_GAL,EDU_SUP_MAD,EDU_SUP_MUR,EDU_SUP_NAV,EDU_SUP_PV,EDU_SUP_RIO,EDU_SUP_VAL,EMP_NAT_AND,EMP_NAT_ARA,EMP_NAT_AST,EMP_NAT_BAL,EMP_NAT_CAN,EMP_NAT_CANT,EMP_NAT_CAT,EMP_NAT_CLM,EMP_NAT_CYL,EMP_NAT_ESP,EMP_NAT_EXT,EMP_NAT_GAL,EMP_NAT_MAD,EMP_NAT_MUR,EMP_NAT_NAV,EMP_NAT_PV,EMP_NAT_RIO,EMP_NAT_VAL,EMP_SOC_AND,EMP_SOC_ARA,EMP_SOC_AST,EMP_SOC_BAL,EMP_SOC_CAN,EMP_SOC_CANT,EMP_SOC_CAT,EMP_SOC_CLM,EMP_SOC_CYL,EMP_SOC_ESP,EMP_SOC_EXT,EMP_SOC_GAL,EMP_SOC_MAD,EMP_SOC_MUR,EMP_SOC_NAV,EMP_SOC_PV,EMP_SOC_RIO,EMP_SOC_VAL,GOB_DES_AND,GOB_DES_ARA,GOB_DES_AST,GOB_DES_BAL,GOB_DES_CAN,GOB_DES_CANT,GOB_DES_CAT,GOB_DES_CLM,GOB_DES_CYL,GOB_DES_ESP,GOB_DES_EXT,GOB_DES_GAL,GOB_DES_MAD,GOB_DES_MUR,GOB_DES_NAV,GOB_DES_PV,GOB_DES_RIO,GOB_DES_VAL,GOB_EFF_AND,GOB_EFF_ARA,GOB_EFF_AST,GOB_EFF_BAL,GOB_EFF_CAN,GOB_EFF_CANT,GOB_EFF_CAT,GOB_EFF_CLM,GOB_EFF_CYL,GOB_EFF_ESP,GOB_EFF_EXT,GOB_EFF_GAL,GOB_EFF_MAD,GOB_EFF_MUR,GOB_EFF_NAV,GOB_EFF_PV,GOB_EFF_RIO,GOB_EFF_VAL,INF_BAN_AND,INF_BAN_ARA,INF_BAN_AST,INF_BAN_BAL,INF_BAN_CAN,INF_BAN_CANT,INF_BAN_CAT,INF_BAN_CLM,INF_BAN_CYL,INF_BAN_ESP,INF_BAN_EXT,INF_BAN_GAL,INF_BAN_MAD,INF_BAN_MUR,INF_BAN_NAV,INF_BAN_PV,INF_BAN_RIO,INF_BAN_VAL,INF_TRA_AND,INF_TRA_ARA,INF_TRA_AST,INF_TRA_BAL,INF_TRA_CAN,INF_TRA_CANT,INF_TRA_CAT,INF_TRA_CLM,INF_TRA_CYL,INF_TRA_ESP,INF_TRA_EXT,INF_TRA_GAL,INF_TRA_MAD,INF_TRA_MUR,INF_TRA_NAV,INF_TRA_PV,INF_TRA_RIO,INF_TRA_VAL,INV_HIP_AND,INV_HIP_ARA,INV_HIP_AST,INV_HIP_BAL,INV_HIP_CAN,INV_HIP_CANT,INV_HIP_CAT,INV_HIP_CLM,INV_HIP_CYL,INV_HIP_ESP,INV_HIP_EXT,INV_HIP_GAL,INV_HIP_MAD,INV_HIP_MUR,INV_HIP_NAV,INV_HIP_PV,INV_HIP_RIO,INV_HIP_VAL,INV_IED_AND,INV_IED_ARA,INV_IED_AST,INV_IED_BAL,INV_IED_CAN,INV_IED_CANT,INV_IED_CAT,INV_IED_CLM,INV_IED_CYL,INV_IED_ESP,INV_IED_EXT,INV_IED_GAL,INV_IED_MAD,INV_IED_MUR,INV_IED_NAV,INV_IED_PV,INV_IED_RIO,INV_IED_VAL,LIB_ODI_AND,LIB_ODI_ARA,LIB_ODI_AST,LIB_ODI_BAL,LIB_ODI_CAN,LIB_ODI_CANT,LIB_ODI_CAT,LIB_ODI_CLM,LIB_ODI_CYL,LIB_ODI_ESP,LIB_ODI_EXT,LIB_ODI_GAL,LIB_ODI_MAD,LIB_ODI_MUR,LIB_ODI_NAV,LIB_ODI_PV,LIB_ODI_RIO,LIB_ODI_VAL,LIB_SEX_AND,LIB_SEX_ARA,LIB_SEX_AST,LIB_SEX_BAL,LIB_SEX_CAN,LIB_SEX_CANT,LIB_SEX_CAT,LIB_SEX_CLM,LIB_SEX_CYL,LIB_SEX_ESP,LIB_SEX_EXT,LIB_SEX_GAL,LIB_SEX_MAD,LIB_SEX_MUR,LIB_SEX_NAV,LIB_SEX_PV,LIB_SEX_RIO,LIB_SEX_VAL,SAL_ESP_AND,SAL_ESP_ARA,SAL_ESP_AST,SAL_ESP_BAL,SAL_ESP_CAN,SAL_ESP_CANT,SAL_ESP_CAT,SAL_ESP_CLM,SAL_ESP_CYL,SAL_ESP_ESP,SAL_ESP_EXT,SAL_ESP_GAL,SAL_ESP_MAD,SAL_ESP_MUR,SAL_ESP_NAV,SAL_ESP_PV,SAL_ESP_RIO,SAL_ESP_VAL,SAL_SAT_enlazado_AND,SAL_SAT_enlazado_ARA,SAL_SAT_enlazado_AST,SAL_SAT_enlazado_BAL,SAL_SAT_enlazado_CAN,SAL_SAT_enlazado_CANT,SAL_SAT_enlazado_CAT,SAL_SAT_enlazado_CLM,SAL_SAT_enlazado_CYL,SAL_SAT_enlazado_ESP,SAL_SAT_enlazado_EXT,SAL_SAT_enlazado_GAL,SAL_SAT_enlazado_MAD,SAL_SAT_enlazado_MUR,SAL_SAT_enlazado_NAV,SAL_SAT_enlazado_PV,SAL_SAT_enlazado_RIO,SAL_SAT_enlazado_VAL,SEG_BAL_AND,SEG_BAL_ARA,SEG_BAL_AST,SEG_BAL_BAL,SEG_BAL_CAN,SEG_BAL_CANT,SEG_BAL_CAT,SEG_BAL_CLM,SEG_BAL_CYL,SEG_BAL_ESP,SEG_BAL_EXT,SEG_BAL_GAL,SEG_BAL_MAD,SEG_BAL_MUR,SEG_BAL_NAV,SEG_BAL_PV,SEG_BAL_RIO,SEG_BAL_VAL,SEG_CRI_AND,SEG_CRI_ARA,SEG_CRI_AST,SEG_CRI_BAL,SEG_CRI_CAN,SEG_CRI_CANT,SEG_CRI_CAT,SEG_CRI_CLM,SEG_CRI_CYL,SEG_CRI_ESP,SEG_CRI_EXT,SEG_CRI_GAL,SEG_CRI_MAD,SEG_CRI_MUR,SEG_CRI_NAV,SEG_CRI_PV,SEG_CRI_RIO,SEG_CRI_VAL,SOC_ASO_AND,SOC_ASO_ARA,SOC_ASO_AST,SOC_ASO_BAL,SOC_ASO_CAN,SOC_ASO_CANT,SOC_ASO_CAT,SOC_ASO_CLM,SOC_ASO_CYL,SOC_ASO_ESP,SOC_ASO_EXT,SOC_ASO_GAL,SOC_ASO_MAD,SOC_ASO_MUR,SOC_ASO_NAV,SOC_ASO_PV,SOC_ASO_RIO,SOC_ASO_VAL,SOC_PAR_enlazado_AND,SOC_PAR_enlazado_ARA,SOC_PAR_enlazado_AST,SOC_PAR_enlazado_BAL,SOC_PAR_enlazado_CAN,SOC_PAR_enlazado_CANT,SOC_PAR_enlazado_CAT,SOC_PAR_enlazado_CLM,SOC_PAR_enlazado_CYL,SOC_PAR_enlazado_ESP,SOC_PAR_enlazado_EXT,SOC_PAR_enlazado_GAL,SOC_PAR_enlazado_MAD,SOC_PAR_enlazado_MUR,SOC_PAR_enlazado_NAV,SOC_PAR_enlazado_PV,SOC_PAR_enlazado_RIO,SOC_PAR_enlazado_VAL,VID_ARO_AND,VID_ARO_ARA,VID_ARO_AST,VID_ARO_BAL,VID_ARO_CAN,VID_ARO_CANT,VID_ARO_CAT,VID_ARO_CLM,VID_ARO_CYL,VID_ARO_ESP,VID_ARO_EXT,VID_ARO_GAL,VID_ARO_MAD,VID_ARO_MUR,VID_ARO_NAV,VID_ARO_PV,VID_ARO_RIO,VID_ARO_VAL,VID_PAR_AND,VID_PAR_ARA,VID_PAR_AST,VID_PAR_BAL,VID_PAR_CAN,VID_PAR_CANT,VID_PAR_CAT,VID_PAR_CLM,VID_PAR_CYL,VID_PAR_ESP,VID_PAR_EXT,VID_PAR_GAL,VID_PAR_MAD,VID_PAR_MUR,VID_PAR_NAV,VID_PAR_PV,VID_PAR_RIO,VID_PAR_VAL,AUX_EDA_AND,AUX_EDA_ARA,AUX_EDA_AST,AUX_EDA_BAL,AUX_EDA_CAN,AUX_EDA_CANT,AUX_EDA_CAT,AUX_EDA_CLM,AUX_EDA_CYL,AUX_EDA_ESP,AUX_EDA_EXT,AUX_EDA_GAL,AUX_EDA_MAD,AUX_EDA_MUR,AUX_EDA_NAV,AUX_EDA_PV,AUX_EDA_RIO,AUX_EDA_VAL,AUX_IPC_AND,AUX_IPC_ARA,AUX_IPC_AST,AUX_IPC_BAL,AUX_IPC_CAN,AUX_IPC_CANT,AUX_IPC_CAT,AUX_IPC_CLM,AUX_IPC_CYL,AUX_IPC_ESP,AUX_IPC_EXT,AUX_IPC_GAL,AUX_IPC_MAD,AUX_IPC_MUR,AUX_IPC_NAV,AUX_IPC_PV,AUX_IPC_RIO,AUX_IPC_VAL,AUX_POB_AND,AUX_POB_ARA,AUX_POB_AST,AUX_POB_BAL,AUX_POB_CAN,AUX_POB_CANT,AUX_POB_CAT,AUX_POB_CLM,AUX_POB_CYL,AUX_POB_ESP,AUX_POB_EXT,AUX_POB_GAL,AUX_POB_MAD,AUX_POB_MUR,AUX_POB_NAV,AUX_POB_PV,AUX_POB_RIO,AUX_POB_VAL
1971Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.62724785640996,34.87208158128093,32.78983979486286,34.11431275442212,27.68026379564096,32.03156723927897,31.55058430326851,32.12269106055807,32.57182073605718,31.36623570615038,31.6798266924013,33.06168885548368,30.66663897993449,31.87522206430982,33.09569935227949,30.46294690180206,38.08560598209517,32.58376659980772,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1971Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.83346438396941,34.09445643894234,33.37787652898413,34.29872944507924,28.28520637747354,33.87909061212596,31.96320580454364,32.64078383934933,32.92384188339833,30.84829175071378,32.11262048677128,32.95630835462799,30.6377099578488,30.72978667436236,31.93069244991868,30.33815055217367,36.78098240531675,32.47783929002956,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1972Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.59143391818305,35.85375935087772,34.15413919899294,34.00685845405264,27.77042392394674,32.18792960311367,32.42178776129871,33.15734507025558,32.87730783422048,31.05597119216084,32.64122333421122,34.23183541004954,30.42806213372921,31.36447912594257,32.85621529833656,29.87684709687288,36.19242325277596,31.64555032887536,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1972Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.96238368562859,34.97568263733387,34.1202000528227,34.33762739658115,27.97495338495093,33.0629036196885,32.3184205066378,33.06787601004109,33.03707922624108,31.36035120555434,33.04849577556186,34.04701956686302,30.42110000369273,29.56840610279474,31.52903985275636,30.52345043060549,36.36950209149714,31.93094934997076,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1973Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.47791550847928,35.25173826791695,34.54516182075144,34.8464951320184,27.51822895727577,32.68825580849366,32.59107118101178,32.64747221175065,32.6533785193385,31.35715382500856,31.7726459594493,33.83652115696538,30.85713647268438,30.31330049261084,33.26268030777775,30.867771066388,35.71587766839951,31.87905182846169,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1973Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54950810298225,35.14038115324014,34.76316270171019,34.41717756596031,27.84660183341344,33.03916543400678,32.72886834240445,33.03902594891777,33.9201688943576,31.62624420092513,32.6289686388025,34.53021107545221,29.89896019078478,29.71611392382046,32.75726741951988,29.86364540487889,36.7957108589023,32.37345048966154,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1974Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.76633157551691,35.13110231855731,33.54134505545066,33.28810553860227,28.45263179707507,33.6166330474416,33.0321500382097,33.05555797530967,34.01171105267397,31.680298697296,32.7250472589792,33.61913520933425,31.05244438629257,30.94316718986427,32.3363652820271,30.45236485799096,36.03449488290325,33.02116079869516,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1974Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.45677191960177,35.93049468329317,33.53396805833719,32.65707029712945,29.16534144322637,32.84066774029169,33.25708141206702,33.8674077757567,34.10993710479003,31.66586649546326,33.71749547861974,33.95165021029482,30.41174453422985,31.15244552229558,32.71654790723544,30.03205618773888,36.40591832152809,32.10655225572593,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1975Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.78901714298628,73.9664588108108,73.0246087743461,73.64355333064327,73.62889554144503,72.80122282768637,73.36860934850304,73.67522888183773,73.73968210570924,73.34162427019852,73.01727075198818,72.7139535214519,74.43112308399198,72.80494610404058,72.70427601710813,72.49545361661391,72.76389224771296,72.78221999589887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.82932504993556,34.26378867036718,32.79247778741409,33.90833775712724,28.14427689035184,32.9116947684555,32.13003791234391,33.59955250174461,34.2184999800937,31.83150324824288,32.93073767046279,34.24531053552266,30.20462431140777,30.07305830129291,33.36604291686593,30.31744899219275,35.49278617493368,33.04516248476018,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
1975Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.72001163631433,74.2644429995086,73.19387664979513,73.62409781920891,73.08823988417554,73.1615331021561,73.6494400669352,73.96200351784377,73.87339410509284,73.47174346046965,73.1539511674227,72.89612683726381,74.46848027702124,72.99738421482087,73.05745824801326,72.7013722554747,73.22815023269142,72.96624327429315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.38628112616284,34.81690292457463,34.33576682589911,33.04864473090328,28.70103806766222,32.63611777619773,32.71914365678306,33.04798635728441,34.18977454472204,32.06717726756455,34.69189816507946,33.4351047709536,30.26422034516854,29.84879704129457,32.53310750730406,30.54745455007175,36.7866422530299,32.55991048754117,,,,,,,,,,,,,,,,,,,8276017.0,1344184.0,1077103.0,1083683.0,2045168.0,588518.0,7463471.0,2084470.0,2547408.0,46486621.0,1099605.0,2772457.0,6373532.0,1453545.0,633017.0,2179532.0,319939.0,4989631.0
